S0,m,r,T,corp,alpha,beta,omega,gamma,lambda,sigma,V,strike,returns,log_moneyness,moneyness_squared,sqrt_T,log_T,inv_T,time_decay,log_gamma,log_omega,log_alpha,log_beta,log_lambda,risk_free_T,m_T_interaction,value_ratio,log_value,is_call,corp_m_interaction,corp_T_interaction,predicted_sigma,error,percent_error
88.1505719689983,0.75,0.0001190476190476,0.107142857142857,1,1e-06,0.6,1.5e-06,150,0.4,1.38602437078953,27.488560838369,66.11292897674873,0.0,-0.2876820724517809,0.5625,0.32732685062924033,-2.2335921281737665,9.333332462222316,0.8983973213480712,5.010635294162922,-13.403400907137442,-13.805560227111107,-0.5108256070993241,-0.9162907068741554,1.2755102040814269e-05,0.08035714285714275,0.3118364432725189,3.313769948983141,1.0,0.75,0.107142857142857,1.7671298,-0.3811054080724696,-27.496299206873115
